region,date,total_claims,avg_processing_time,total_claim_amount,avg_claim_amount,high_priority_claims,approved_claims,rejected_claims,policy_change_flag,weather_disruption_flag,weekday,month,is_holiday,day_of_week,is_weekend,lag_1,lag_7,rolling_avg_7,rolling_std_7
East,2023-08-02,1.0,280.0,9985.13,9985.13,0.0,0.0,0.0,False,True,2.0,2.0,0,2,0,2.0,0.0,0.4285714285714285,0.7867957924694257
East,2023-08-03,3.0,246.33333333333331,22480.19,7493.396666666666,0.0,0.0,0.0,False,False,2.0,3.0,1,3,0,1.0,0.0,0.8571428571428571,1.2149857925879006
East,2023-08-04,1.0,277.0,6527.68,6527.68,0.0,0.0,0.0,False,False,5.0,4.0,0,4,0,3.0,0.0,1.0,1.1547005383792397
East,2023-08-07,1.0,273.0,3610.83,3610.83,0.0,0.0,0.0,False,False,5.0,7.0,0,0,0,0.0,0.0,1.1428571428571428,1.069044967649685
East,2023-08-08,3.0,161.66666666666666,24751.44,8250.480000000001,1.0,0.0,0.0,False,False,1.0,8.0,0,1,0,1.0,2.0,1.2857142857142858,1.2535663410560067
East,2023-08-11,1.0,195.0,7606.04,7606.04,0.0,0.0,0.0,False,False,2.0,11.0,0,4,0,0.0,1.0,0.7142857142857143,1.1126972805283617
East,2023-08-12,2.0,202.5,9585.39,4792.695,0.0,0.0,0.0,True,False,4.0,12.0,0,5,1,1.0,0.0,1.0,1.15470053837924
East,2023-09-01,4.0,182.5,15418.06,3854.515,0.0,0.0,0.0,False,False,0.0,1.0,0,4,0,0.0,0.0,0.5714285714285714,1.5118578920369
East,2023-09-03,5.0,145.0,31083.87,6216.773999999999,1.0,0.0,0.0,True,False,3.0,3.0,0,6,1,0.0,0.0,1.2857142857142858,2.214669705568277
East,2023-09-04,1.0,287.0,7148.03,7148.03,0.0,0.0,0.0,False,True,6.0,4.0,0,0,0,5.0,0.0,1.4285714285714286,2.1491969707422336
East,2023-09-05,2.0,117.5,10918.67,5459.335,0.0,0.0,0.0,False,False,1.0,5.0,0,1,0,1.0,0.0,1.7142857142857142,2.0586634591635447
East,2023-09-06,5.0,210.0,33292.06,6658.411999999999,1.0,0.0,0.0,False,False,4.0,6.0,0,2,0,2.0,0.0,2.4285714285714284,2.2253945610567416
East,2023-09-07,2.0,122.0,11025.8,5512.9,0.0,0.0,0.0,False,False,6.0,7.0,0,3,0,5.0,0.0,2.7142857142857144,1.976047040118701
East,2023-09-08,3.0,157.0,18135.64,6045.213333333333,0.0,0.0,0.0,False,False,2.0,8.0,0,4,0,2.0,4.0,2.571428571428572,1.9023794624226769
East,2023-09-09,6.0,226.16666666666663,37916.84,6319.473333333334,2.0,0.0,0.0,False,False,5.0,9.0,0,5,1,3.0,0.0,3.4285714285714284,1.902379462422677
East,2023-09-10,5.0,179.6,37431.51,7486.302000000001,0.0,0.0,0.0,False,False,0.0,10.0,0,6,1,6.0,5.0,3.4285714285714284,1.902379462422677
East,2023-09-11,2.0,237.5,8756.64,4378.32,1.0,0.0,0.0,False,False,3.0,11.0,0,0,0,5.0,1.0,3.571428571428572,1.7182493859684418
East,2023-09-12,2.0,154.0,13316.64,6658.32,0.0,0.0,0.0,False,False,5.0,12.0,0,1,0,2.0,2.0,3.571428571428572,1.7182493859684418
East,2023-10-01,3.0,198.0,9061.16,3020.3866666666668,1.0,0.0,0.0,False,False,1.0,1.0,0,6,1,0.0,0.0,0.4285714285714285,1.1338934190276693
East,2023-10-03,2.0,188.5,11905.08,5952.54,0.0,0.0,0.0,False,False,4.0,3.0,0,1,0,0.0,0.0,0.7142857142857143,1.2535663410560065
East,2023-10-04,2.0,156.5,15575.14,7787.57,1.0,0.0,0.0,False,False,0.0,4.0,0,2,0,2.0,0.0,1.0,1.2909944487357947
East,2023-10-05,1.0,271.0,1539.33,1539.33,0.0,0.0,0.0,False,False,2.0,5.0,1,3,0,2.0,0.0,1.1428571428571428,1.2149857925879004
East,2023-10-06,2.0,262.5,11949.2,5974.6,0.0,0.0,0.0,False,False,5.0,6.0,0,4,0,1.0,0.0,1.4285714285714286,1.1338934190276695
East,2023-10-07,3.0,183.66666666666663,14388.03,4796.009999999999,1.0,0.0,0.0,False,False,0.0,7.0,0,5,1,2.0,0.0,1.8571428571428568,1.0690449676496847
East,2023-10-08,4.0,161.75,20711.67,5177.9175000000005,1.0,0.0,0.0,False,False,3.0,8.0,0,6,1,3.0,3.0,2.0,1.2909944487357952
East,2023-10-09,2.0,189.0,12135.99,6067.995,0.0,0.0,0.0,False,False,6.0,9.0,0,0,0,4.0,0.0,2.2857142857142856,0.9511897312113275
North,2023-01-08,2.0,164.0,11713.52,5856.76,1.0,0.0,0.0,False,False,6.0,1.0,1,6,1,2.0,20.0,2.0,0.8164965809277264
North,2023-01-09,2.0,78.5,9126.79,4563.395,0.0,0.0,0.0,False,False,0.0,1.0,0,0,0,2.0,1.0,2.142857142857143,0.6900655593423548
North,2023-01-10,1.0,224.0,6343.26,6343.26,0.0,0.0,0.0,False,False,1.0,1.0,0,1,0,2.0,3.0,1.8571428571428568,0.6900655593423545
North,2023-01-12,3.0,150.66666666666666,10568.51,3522.8366666666666,1.0,0.0,0.0,False,False,3.0,1.0,0,3,0,0.0,2.0,1.8571428571428568,1.0690449676496978
North,2023-02-01,1.0,158.0,8339.15,8339.15,0.0,0.0,0.0,False,False,2.0,2.0,0,2,0,0.0,0.0,0.1428571428571428,0.3779644730092252
North,2023-02-02,2.0,166.5,4947.55,2473.775,0.0,0.0,0.0,False,False,3.0,2.0,0,3,0,1.0,0.0,0.4285714285714285,0.7867957924694424
North,2023-02-03,2.0,99.5,12750.17,6375.085,0.0,0.0,0.0,False,False,4.0,2.0,0,4,0,2.0,0.0,0.7142857142857143,0.9511897312113414
North,2023-02-04,4.0,177.5,23387.95,5846.987499999999,2.0,0.0,0.0,False,False,5.0,2.0,1,5,1,2.0,0.0,1.2857142857142858,1.4960264830861911
North,2023-02-06,2.0,117.5,16801.33,8400.665,1.0,0.0,0.0,False,False,0.0,2.0,0,0,0,0.0,0.0,1.5714285714285714,1.397276262011544
North,2023-02-07,2.0,93.0,19007.75,9503.875,1.0,0.0,0.0,False,False,1.0,2.0,0,1,0,2.0,0.0,1.8571428571428568,1.2149857925879122
North,2023-02-08,2.0,74.5,6855.31,3427.655,2.0,0.0,0.0,False,False,2.0,2.0,0,2,0,2.0,1.0,2.0,1.154700538379252
North,2023-02-09,2.0,186.0,8608.26,4304.13,2.0,0.0,0.0,False,False,3.0,2.0,0,3,0,2.0,2.0,2.0,1.154700538379252
North,2023-02-10,2.0,243.0,13054.12,6527.06,0.0,0.0,0.0,False,False,4.0,2.0,0,4,0,2.0,2.0,2.0,1.154700538379252
North,2023-02-11,1.0,129.0,5628.18,5628.18,0.0,0.0,0.0,False,False,5.0,2.0,1,5,1,2.0,4.0,1.5714285714285714,0.7867957924694434
North,2023-02-12,4.0,176.0,21634.99,5408.7475,0.0,0.0,0.0,False,False,6.0,2.0,1,6,1,1.0,0.0,2.142857142857143,0.8997354108424379
North,2023-03-01,6.0,224.5,34442.6,5740.433333333333,1.0,0.0,0.0,True,False,2.0,3.0,0,2,0,0.0,0.0,0.8571428571428571,2.2677868380553634
North,2023-03-03,1.0,81.0,8453.05,8453.05,0.0,0.0,0.0,True,False,4.0,3.0,0,4,0,0.0,0.0,1.0,2.2360679774997894
North,2023-03-05,2.0,175.5,8154.1,4077.05,1.0,0.0,0.0,True,False,6.0,3.0,1,6,1,0.0,0.0,1.2857142857142858,2.2146697055682827
North,2023-03-06,2.0,136.5,13442.18,6721.09,2.0,0.0,0.0,True,False,0.0,3.0,0,0,0,2.0,0.0,1.5714285714285714,2.14919697074224
North,2023-03-07,1.0,112.0,3853.66,3853.66,0.0,0.0,0.0,True,False,1.0,3.0,0,1,0,2.0,0.0,1.7142857142857142,2.0586634591635518
North,2023-03-08,3.0,210.33333333333331,19803.39,6601.13,0.0,0.0,0.0,True,False,2.0,3.0,0,2,0,1.0,6.0,1.2857142857142858,1.1126972805283732
North,2023-03-10,3.0,164.0,14686.6,4895.533333333334,1.0,0.0,0.0,True,False,4.0,3.0,0,4,0,0.0,1.0,1.5714285714285714,1.2724180205607034
North,2023-03-11,4.0,202.0,21171.35,5292.8375,0.0,0.0,0.0,False,True,5.0,3.0,1,5,1,3.0,0.0,2.142857142857143,1.3451854182690988
North,2023-03-12,2.0,182.0,4848.63,2424.315,0.0,0.0,0.0,False,False,6.0,3.0,1,6,1,4.0,2.0,2.142857142857143,1.3451854182690988
North,2023-04-02,1.0,92.0,8979.44,8979.44,0.0,0.0,0.0,False,False,6.0,4.0,1,6,1,0.0,0.0,0.1428571428571428,0.3779644730092262
North,2023-04-03,5.0,140.8,29039.79,5807.9580000000005,2.0,0.0,0.0,False,False,0.0,4.0,0,0,0,1.0,0.0,0.8571428571428571,1.864454471471609
North,2023-04-04,2.0,78.5,14685.44,7342.719999999999,0.0,0.0,0.0,False,False,1.0,4.0,0,1,0,5.0,0.0,1.1428571428571428,1.864454471471609
North,2023-04-05,2.0,186.0,15541.47,7770.735000000001,0.0,0.0,0.0,False,False,2.0,4.0,0,2,0,2.0,0.0,1.4285714285714286,1.8126539343499315
North,2023-04-06,3.0,236.66666666666663,13050.73,4350.243333333334,1.0,0.0,0.0,False,False,3.0,4.0,0,3,0,2.0,0.0,1.8571428571428568,1.772810520855837
North,2023-04-07,3.0,88.33333333333333,17200.899999999998,5733.633333333332,1.0,0.0,0.0,False,False,4.0,4.0,0,4,0,3.0,0.0,2.2857142857142856,1.6035674514745466
North,2023-04-08,5.0,178.4,25648.85,5129.77,2.0,0.0,0.0,False,False,5.0,4.0,1,5,1,3.0,0.0,3.0,1.5275252316519468
North,2023-04-09,5.0,179.2,34300.649999999994,6860.129999999999,1.0,0.0,0.0,False,False,6.0,4.0,1,6,1,5.0,1.0,3.571428571428572,1.3972762620115438
North,2023-04-10,4.0,198.75,24108.92,6027.23,0.0,0.0,0.0,False,False,0.0,4.0,0,0,0,5.0,5.0,3.4285714285714284,1.272418020560704
North,2023-04-11,3.0,102.33333333333331,12824.78,4274.926666666666,1.0,0.0,0.0,False,False,5.0,11.0,0,1,0,4.0,2.0,3.571428571428572,1.133893419027682
North,2023-04-12,1.0,149.0,7118.87,7118.87,1.0,0.0,0.0,False,False,0.0,12.0,0,2,0,3.0,2.0,3.4285714285714284,1.397276262011544
North,2023-05-01,1.0,190.0,2525.43,2525.43,1.0,0.0,0.0,False,True,3.0,1.0,0,0,0,0.0,0.0,0.1428571428571428,0.3779644730092308
North,2023-05-02,4.0,141.25,24185.11,6046.2775,1.0,0.0,0.0,False,False,6.0,2.0,0,1,0,1.0,0.0,0.7142857142857143,1.496026483086192
North,2023-05-03,3.0,124.66666666666669,18634.35,6211.450000000001,0.0,0.0,0.0,False,False,6.0,3.0,0,2,0,4.0,0.0,1.1428571428571428,1.676163419695052
North,2023-05-04,3.0,107.33333333333331,13014.24,4338.08,1.0,0.0,0.0,False,False,2.0,4.0,1,3,0,3.0,0.0,1.5714285714285714,1.7182493859684491
North,2023-05-06,3.0,217.66666666666663,15448.28,5149.426666666666,0.0,0.0,0.0,False,True,0.0,6.0,0,5,1,0.0,0.0,2.0,1.632993161855452
North,2023-05-07,3.0,180.33333333333331,21339.34,7113.113333333334,0.0,0.0,0.0,False,False,2.0,7.0,0,6,1,3.0,0.0,2.4285714285714284,1.3972762620115435
North,2023-05-08,4.0,152.0,18937.34,4734.334999999999,1.0,0.0,0.0,False,False,5.0,8.0,0,0,0,3.0,1.0,2.857142857142857,1.345185418269098
North,2023-05-09,4.0,161.75,19219.84,4804.96,1.0,0.0,0.0,False,False,1.0,9.0,0,1,0,4.0,4.0,2.857142857142857,1.345185418269098
North,2023-05-10,6.0,130.0,36294.47,6049.078333333334,1.0,0.0,0.0,False,True,3.0,10.0,0,2,0,4.0,3.0,3.2857142857142856,1.799470821684874
North,2023-05-11,2.0,109.5,16355.9,8177.95,0.0,0.0,0.0,False,False,6.0,11.0,0,3,0,6.0,3.0,3.142857142857143,1.8644544714716085
North,2023-05-12,4.0,102.5,14429.660000000002,3607.415,0.0,0.0,0.0,False,False,1.0,12.0,0,4,0,2.0,0.0,3.7142857142857135,1.2535663410560167
North,2023-06-01,5.0,138.6,30788.21,6157.642,1.0,0.0,0.0,False,False,4.0,1.0,0,3,0,0.0,0.0,0.7142857142857143,1.8898223650461343
North,2023-06-02,2.0,231.0,7912.04,3956.02,1.0,0.0,0.0,False,True,0.0,2.0,0,4,0,5.0,0.0,1.0,1.9148542155126749
North,2023-06-03,4.0,142.0,22114.71,5528.6775,0.0,0.0,0.0,False,False,0.0,3.0,0,5,1,2.0,0.0,1.5714285714285714,2.1491969707422385
North,2023-06-04,3.0,126.66666666666669,11914.56,3971.52,1.0,0.0,0.0,False,False,3.0,4.0,0,6,1,4.0,0.0,2.0,2.081665999466132
North,2023-06-05,1.0,295.0,7807.2,7807.2,0.0,0.0,0.0,False,False,5.0,5.0,0,0,0,3.0,0.0,2.142857142857143,1.951800145897065
North,2023-06-07,2.0,214.5,12992.85,6496.425,0.0,0.0,0.0,False,False,3.0,7.0,0,2,0,0.0,0.0,2.4285714285714284,1.7182493859684478
North,2023-06-08,1.0,172.0,3155.4,3155.4,1.0,0.0,0.0,False,False,6.0,8.0,0,3,0,2.0,5.0,1.8571428571428568,1.3451854182690968
North,2023-06-09,4.0,170.0,18989.49,4747.3725,1.0,0.0,0.0,False,False,2.0,9.0,0,4,0,1.0,2.0,2.142857142857143,1.5735915849388848
North,2023-06-10,5.0,184.4,28363.49,5672.697999999999,1.0,0.0,0.0,False,True,4.0,10.0,0,5,1,4.0,4.0,2.2857142857142856,1.7994708216848734
North,2023-06-11,3.0,108.0,14942.31,4980.77,1.0,0.0,0.0,False,False,0.0,11.0,0,6,1,5.0,3.0,2.2857142857142856,1.7994708216848734
North,2023-06-12,1.0,135.0,2979.82,2979.82,0.0,0.0,0.0,False,False,2.0,12.0,0,0,0,3.0,1.0,2.2857142857142856,1.7994708216848734
North,2023-07-02,2.0,131.5,13177.68,6588.84,1.0,0.0,0.0,False,False,1.0,2.0,0,6,1,0.0,0.0,0.2857142857142857,0.7559289460184503
North,2023-07-04,3.0,166.33333333333334,14255.13,4751.71,2.0,0.0,0.0,False,False,4.0,4.0,0,1,0,0.0,0.0,0.7142857142857143,1.2535663410560152
North,2023-07-05,5.0,134.6,19214.54,3842.908,1.0,0.0,0.0,False,False,6.0,5.0,0,2,0,3.0,0.0,1.4285714285714286,1.9880595947760085
North,2023-07-06,2.0,106.0,8079.77,4039.885,1.0,0.0,0.0,False,True,2.0,6.0,0,3,0,5.0,0.0,1.7142857142857142,1.8898223650461348
North,2023-07-07,4.0,84.75,21931.84,5482.96,0.0,0.0,0.0,False,False,4.0,7.0,0,4,0,2.0,0.0,2.2857142857142856,1.889822365046135
North,2023-07-08,4.0,138.0,23881.11,5970.2775,1.0,0.0,0.0,False,False,0.0,8.0,0,5,1,4.0,0.0,2.857142857142857,1.6761634196950503
North,2023-07-09,3.0,159.0,17217.41,5739.136666666666,0.0,0.0,0.0,False,True,3.0,9.0,0,6,1,4.0,2.0,3.0,1.632993161855451
North,2023-07-10,1.0,291.0,9208.61,9208.61,0.0,0.0,0.0,False,False,5.0,10.0,0,0,0,3.0,0.0,3.142857142857143,1.3451854182690972
